epoch,train_loss,train_acc,val_loss,val_acc,learning_rate,dataset,method,is_best
1,3.549227385075538,0.16865079365079366,2.771872173858155,0.28973105134474325,5e-05,flowers102,full,True
2,2.6040511071518226,0.32203907203907206,2.1474783554090267,0.4290953545232274,4.998766400914329e-05,flowers102,full,True
3,2.208598545037201,0.41544566544566547,1.8134534265834628,0.5048899755501223,4.995066821070679e-05,flowers102,full,True
4,1.9001403500863847,0.4804639804639805,1.677779347428592,0.5464547677261614,4.9889049115077005e-05,flowers102,full,True
5,1.692536688936813,0.5352564102564102,1.5908214651488797,0.5635696821515892,4.9802867532861956e-05,flowers102,full,True
6,1.5043629269983838,0.5792124542124543,1.4099771846040245,0.6234718826405868,4.969220851487845e-05,flowers102,full,True
7,1.365292977525765,0.6193528693528694,1.367656523485849,0.6540342298288508,4.9557181268217227e-05,flowers102,full,True
8,1.228069002614999,0.657051282051282,1.2300354768954727,0.6723716381418093,4.939791904846869e-05,flowers102,full,True
9,1.1389641238794967,0.6840659340659341,1.257450858334013,0.6723716381418093,4.921457902821578e-05,flowers102,full,False
10,1.0398161365455574,0.7071123321123322,1.1682077868764507,0.69559902200489,4.9007342141923585e-05,flowers102,full,True
11,0.94514142113632,0.7277167277167277,1.1085392673163872,0.6992665036674817,4.877641290737885e-05,flowers102,full,True
12,0.86074789348509,0.7501526251526252,1.0440639132676643,0.7432762836185819,4.852201922385565e-05,flowers102,full,True
13,0.7734225557766506,0.7731990231990232,1.1232460553229209,0.7102689486552567,4.82444121472063e-05,flowers102,full,False
14,0.7315063715712478,0.7855616605616605,0.9674559142879405,0.7591687041564792,4.794386564209954e-05,flowers102,full,True
15,0.7078619153481969,0.7921245421245421,1.054381009330692,0.7334963325183375,4.76206763116505e-05,flowers102,full,False
16,0.6438683383440771,0.8127289377289377,0.9448396852991545,0.7567237163814181,4.727516310470921e-05,flowers102,full,False
17,0.6085183048264823,0.8232600732600732,1.0110402509896668,0.7567237163814181,4.6907667001096604e-05,flowers102,full,False
18,0.5607224941913633,0.8368437118437119,1.0008329577031563,0.7432762836185819,4.651855067509861e-05,flowers102,full,False
19,0.5353014776220568,0.8478327228327228,1.0320682291310772,0.7493887530562348,4.61081981375504e-05,flowers102,full,False
20,0.5005147570083954,0.849969474969475,0.9874679961017081,0.7652811735941321,4.567701435686407e-05,flowers102,full,True
21,0.46941378181885,0.8661477411477412,1.0668488429323244,0.7542787286063569,4.522542485937371e-05,flowers102,full,False
22,0.4641680252851727,0.8643162393162394,1.0703639792258053,0.7530562347188264,4.475387530939228e-05,flowers102,full,False
23,0.4502717712753538,0.8678266178266179,0.9692075640129159,0.7640586797066015,4.426283106939475e-05,flowers102,full,False
24,0.4277138708194188,0.8812576312576312,1.047164131841232,0.7603911980440098,4.375277674076151e-05,flowers102,full,False
25,0.38732234325801634,0.8917887667887668,0.9222448605740778,0.7701711491442543,4.322421568553531e-05,flowers102,full,True
26,0.40198784249613184,0.8826312576312576,1.050182361526989,0.7579462102689487,4.26776695296637e-05,flowers102,full,False
27,0.37334033100982444,0.8943833943833944,0.9576479213204667,0.7775061124694377,4.211367764821723e-05,flowers102,full,True
28,0.3557740715782035,0.8986568986568987,0.9615078455651478,0.7787286063569682,4.153279663309131e-05,flowers102,full,True
29,0.33354737979362664,0.9050671550671551,0.9205092990451816,0.7958435207823961,4.0935599743717254e-05,flowers102,full,True
30,0.33973788445299125,0.9032356532356532,0.9546458631873881,0.78239608801956,4.032267634132443e-05,flowers102,full,False
31,0.31321464461472626,0.9096459096459096,0.9117673302100578,0.793398533007335,3.969463130731185e-05,flowers102,full,False
32,0.3192472333304757,0.9073565323565324,0.9474873570177957,0.7836185819070904,3.905208444630329e-05,flowers102,full,False
33,0.3092695929025622,0.9108669108669109,0.9839899682245383,0.7787286063569682,3.8395669874474935e-05,flowers102,full,False
34,0.29294133457762866,0.9191086691086691,0.8763672068865835,0.80440097799511,3.7726035393759305e-05,flowers102,full,True
35,0.28034275579128193,0.9188034188034188,1.0201748350396007,0.7799511002444988,3.70438418525429e-05,flowers102,full,False
36,0.2616110476403211,0.9270451770451771,0.9193471300066556,0.7921760391198044,3.634976249348869e-05,flowers102,full,False
37,0.2634837198474953,0.9241452991452992,0.9251863195545522,0.7811735941320294,3.564448228912684e-05,flowers102,full,False
38,0.25611558718429656,0.9258241758241759,0.9069025952219235,0.7995110024449877,3.4928697265869536e-05,flowers102,full,False
39,0.23263348102128997,0.9351343101343101,0.9589021324681662,0.78239608801956,3.420311381711698e-05,flowers102,full,False
40,0.23720964080306073,0.9326923076923077,1.0393180203550667,0.784841075794621,3.346844800613231e-05,flowers102,full,False
41,0.23620927714092077,0.9368131868131868,0.8893664087717074,0.8019559902200489,3.272542485937371e-05,flowers102,full,False
42,0.2168622973830334,0.9395604395604396,0.9139212276866152,0.7970660146699267,3.197477765098076e-05,flowers102,full,False
43,0.21040188114967773,0.9418498168498168,0.876463675026413,0.8056234718826406,3.121724717912139e-05,flowers102,full,True
44,0.20808793681573043,0.940018315018315,0.8386556708926619,0.8251833740831296,3.045358103491359e-05,flowers102,full,True
45,0.19603014701091284,0.9456654456654456,0.9386646929010042,0.7946210268948656,2.9684532864643143e-05,flowers102,full,False
46,0.18425321005996165,0.9507020757020757,0.9034390732599268,0.8019559902200489,2.8910861626005796e-05,flowers102,full,False
47,0.19002412392498635,0.950091575091575,0.8937866691218985,0.7970660146699267,2.8133330839107635e-05,flowers102,full,False
48,0.19925901139283844,0.9447496947496947,0.9027724005217338,0.812958435207824,2.735270783296288e-05,flowers102,full,False
49,0.182297925193302,0.9494810744810744,0.9260083420408558,0.7897310513447433,2.656976298823286e-05,flowers102,full,False
50,0.16753320712943107,0.9543650793650794,0.896420024917851,0.80440097799511,2.578526897695323e-05,flowers102,full,False
51,0.16304262463292463,0.9563492063492064,0.9264547912753481,0.8007334963325183,2.500000000000002e-05,flowers102,full,False
52,0.16738722487199162,0.9558913308913309,0.9250769468816363,0.8068459657701712,2.4214731023046813e-05,flowers102,full,False
53,0.143340462818804,0.9601648351648352,0.9504049957505055,0.7946210268948656,2.3430237011767184e-05,flowers102,full,False
54,0.148624602705856,0.9601648351648352,0.838397315957929,0.80440097799511,2.2647292167037158e-05,flowers102,full,False
55,0.15421642058876447,0.9560439560439561,0.8902707987901459,0.8141809290953546,2.186666916089241e-05,flowers102,full,False
56,0.12786111017201052,0.9656593406593407,0.8075770922045648,0.8117359413202934,2.1089138373994243e-05,flowers102,full,False
